X,Y,Z
88.2005,9.0907,-0.0327
87.8197,12.1019,-0.0339
87.3366,15.0977,-0.0350
86.7506,18.0745,-0.0363
86.0640,21.0291,-0.0375
85.2764,23.9577,-0.0388
84.3894,26.8572,-0.0400
83.4045,29.7242,-0.0413
82.3213,32.5549,-0.0426
81.1429,35.3466,-0.0439
79.8698,38.0958,-0.0452
78.5034,40.7992,-0.0466
77.0460,43.4539,-0.0479
75.4987,46.0566,-0.0493
73.8635,48.6043,-0.0507
72.1428,51.0943,-0.0521
70.3380,53.5233,-0.0535
68.4515,55.8887,-0.0549
66.4859,58.1879,-0.0563
64.4427,60.4178,-0.0578
62.3252,62.5763,-0.0593
60.1355,64.6608,-0.0607
57.8759,66.6684,-0.0622
55.5497,68.5976,-0.0637
53.1592,70.4455,-0.0652
50.7072,72.2101,-0.0668
48.1970,73.8898,-0.0683
45.6312,75.4822,-0.0698
43.0127,76.9853,-0.0714
40.3451,78.3982,-0.0730
37.6311,79.7185,-0.0746
34.8739,80.9446,-0.0762
32.0772,82.0762,-0.0778
29.2436,83.1106,-0.0794
26.3769,84.0474,-0.0811
23.4805,84.8859,-0.0827
20.5575,85.6241,-0.0844
17.6115,86.2619,-0.0861
14.6460,86.7987,-0.0877
11.6644,87.2334,-0.0894
8.6702,87.5655,-0.0912
5.6669,87.7957,-0.0928
2.6581,87.9221,-0.0946
-0.3528,87.9459,-0.0964
-3.3622,87.8669,-0.0981
-6.3666,87.6844,-0.0999
-9.3625,87.3998,-0.1017
-12.3463,87.0128,-0.1035
-15.3146,86.5238,-0.1053
-18.2639,85.9338,-0.1071
-21.1908,85.2435,-0.1089
-24.0918,84.4531,-0.1108
-26.9636,83.5646,-0.1126
-29.8028,82.5782,-0.1145
-32.6054,81.4937,-0.1166
-35.3687,80.3143,-0.1187
-38.0891,79.0404,-0.1210
-40.7641,77.6750,-0.1232
-43.3903,76.2192,-0.1254
-45.9644,74.6743,-0.1276
-48.4838,73.0429,-0.1299
-50.9456,71.3268,-0.1321
-53.3463,69.5273,-0.1344
-55.6839,67.6474,-0.1367
-57.9583,65.6868,-0.1390
-60.1606,63.6517,-0.1413
-62.2922,61.5435,-0.1436
-64.3496,59.3636,-0.1460
-66.3310,57.1152,-0.1483
-68.2340,54.8007,-0.1507
-70.0563,52.4229,-0.1530
-71.7958,49.9847,-0.1554
-73.4506,47.4889,-0.1578
-75.0188,44.9384,-0.1602
-76.4983,42.3361,-0.1627
-77.8882,39.6855,-0.1650
-79.1855,36.9890,-0.1675
-80.3903,34.2506,-0.1699
-81.5000,31.4729,-0.1724
-82.5139,28.6594,-0.1749
-83.4310,25.8134,-0.1774
-84.2498,22.9382,-0.1799
-84.9697,20.0373,-0.1824
-85.5897,17.1139,-0.1850
-86.1096,14.1717,-0.1874
-86.5277,11.2138,-0.1901
-86.8451,8.2440,-0.1926
-87.0599,5.2656,-0.1952
-87.1732,2.2822,-0.1978
-87.1841,-0.7029,-0.2004
-87.0927,-3.6860,-0.2030
-86.8998,-6.6637,-0.2056
-86.6046,-9.6325,-0.2083
-86.2085,-12.5890,-0.2109
-85.7113,-15.5296,-0.2136
-85.1141,-18.4509,-0.2162
-84.4168,-21.3495,-0.2190
-83.6217,-24.2221,-0.2216
-82.7282,-27.0652,-0.2244
-81.7384,-29.8756,-0.2271
-80.6534,-32.6500,-0.2298
-79.4738,-35.3850,-0.2327
-78.2022,-38.0778,-0.2354
-76.8388,-40.7247,-0.2382
-75.3864,-43.3232,-0.2410
-73.8457,-45.8698,-0.2438
-72.2194,-48.3619,-0.2466
-70.5087,-50.7961,-0.2495
-68.7165,-53.1704,-0.2523
-66.8440,-55.4811,-0.2552
-64.8935,-57.7257,-0.2583
-62.8676,-59.9017,-0.2613
-60.7682,-62.0060,-0.2646
-58.5991,-64.0376,-0.2677
-56.3616,-65.9927,-0.2709
-54.0594,-67.8702,-0.2741
-51.6944,-69.6671,-0.2773
-49.2701,-71.3821,-0.2805
-46.7888,-73.0125,-0.2838
-44.2537,-74.5570,-0.2870
-41.6679,-76.0136,-0.2902
-39.0339,-77.3801,-0.2935
-36.3557,-78.6564,-0.2967
-33.6355,-79.8389,-0.3001
-30.8772,-80.9284,-0.3033
-28.0836,-81.9220,-0.3067
-25.2582,-82.8196,-0.3100
-22.4044,-83.6197,-0.3134
-19.5253,-84.3216,-0.3167
-16.6245,-84.9246,-0.3201
-13.7053,-85.4275,-0.3235
-10.7712,-85.8309,-0.3268
-7.8255,-86.1324,-0.3303
-4.8718,-86.3340,-0.3336
-1.9134,-86.4336,-0.3371
1.0460,-86.4322,-0.3406
4.0031,-86.3297,-0.3440
6.9545,-86.1257,-0.3475
9.8966,-85.8215,-0.3509
12.8259,-85.4161,-0.3545
15.7392,-84.9116,-0.3579
18.6328,-84.3069,-0.3616
21.5037,-83.6044,-0.3651
24.3482,-82.8037,-0.3686
27.1631,-81.9064,-0.3722
29.9453,-80.9139,-0.3758
32.6911,-79.8262,-0.3795
35.3980,-78.6464,-0.3829
38.0619,-77.3737,-0.3867
40.6805,-76.0117,-0.3903
43.2503,-74.5606,-0.3940
45.7686,-73.0230,-0.3977
48.2324,-71.4004,-0.4014
50.6385,-69.6944,-0.4052
52.9849,-67.9081,-0.4088
55.2676,-66.0419,-0.4127
57.4853,-64.0999,-0.4164
59.6343,-62.0829,-0.4202
61.7130,-59.9941,-0.4240
63.7186,-57.8359,-0.4278
65.6485,-55.6105,-0.4318
67.5013,-53.3211,-0.4355
69.2735,-50.9696,-0.4395
70.9647,-48.5598,-0.4433
72.5713,-46.0934,-0.4474
74.0929,-43.5744,-0.4512
75.5263,-41.0055,-0.4553
76.8713,-38.3884,-0.4593
78.1255,-35.7279,-0.4634
79.2874,-33.0265,-0.4675
80.3565,-30.2876,-0.4715
81.3304,-27.5140,-0.4757
82.2095,-24.7095,-0.4797
82.9908,-21.8769,-0.4840
83.6759,-19.0199,-0.4879
84.2613,-16.1415,-0.4923
84.7492,-13.2454,-0.4963
85.1362,-10.3348,-0.5006
85.4247,-7.4132,-0.5046
85.6116,-4.4841,-0.5091
85.6999,-1.5508,-0.5130
85.7060,-0.0000,-0.5151
85.7060,-0.0000,-0.5151
85.6448,2.9597,-0.5178
85.4828,5.9152,-0.5201
85.2177,8.8629,-0.5227
84.8522,11.7996,-0.5250
84.3845,14.7214,-0.5276
83.8172,17.6252,-0.5299
83.1491,20.5071,-0.5325
82.3831,23.3642,-0.5348
81.5177,26.1926,-0.5374
80.5564,28.9893,-0.5398
79.4983,31.7507,-0.5423
78.3463,34.4738,-0.5447
77.1006,37.1550,-0.5472
75.7635,39.7915,-0.5497
74.3363,42.3799,-0.5521
72.8206,44.9172,-0.5546
71.2186,47.4006,-0.5570
69.5316,49.8266,-0.5595
67.7626,52.1931,-0.5618
65.9124,54.4963,-0.5644
63.9846,56.7345,-0.5668
61.9804,58.9041,-0.5693
59.9030,61.0034,-0.5717
57.7545,63.0293,-0.5742
55.5375,64.9797,-0.5767
53.2549,66.8523,-0.5791
50.9090,68.6444,-0.5816
48.5031,70.3547,-0.5840
46.0395,71.9803,-0.5865
43.5218,73.5201,-0.5889
40.9525,74.9716,-0.5914
38.3350,76.3335,-0.5938
35.6723,77.6042,-0.5963
32.9675,78.7819,-0.5988
30.2240,79.8656,-0.6012
27.4449,80.8535,-0.6037
24.6338,81.7449,-0.6061
21.7937,82.5387,-0.6086
18.9283,83.2337,-0.6110
16.0408,83.8296,-0.6135
13.1348,84.3251,-0.6160
10.2137,84.7203,-0.6183
7.2810,85.0137,-0.6209
4.3402,85.2063,-0.6233
1.3948,85.2966,-0.6258
-1.5517,85.2858,-0.6282
-4.4957,85.1727,-0.6307
-7.4338,84.9585,-0.6331
-10.3625,84.6426,-0.6357
-13.2782,84.2261,-0.6381
-16.1775,83.7090,-0.6406
-19.0570,83.0923,-0.6430
-21.9131,82.3764,-0.6455
-24.7426,81.5626,-0.6480
-27.5419,80.6516,-0.6505
-30.3079,79.6446,-0.6529
-33.0372,78.5428,-0.6554
-35.7266,77.3475,-0.6579
-38.3728,76.0601,-0.6604
-40.9728,74.6824,-0.6628
-43.5232,73.2156,-0.6654
-46.0215,71.6620,-0.6678
-48.4641,70.0230,-0.6704
-50.8487,68.3011,-0.6728
-53.1720,66.4977,-0.6753
-55.4316,64.6157,-0.6778
-57.6270,62.6541,-0.6803
-59.7509,60.6208,-0.6828
-61.8029,58.5153,-0.6853
-63.7809,56.3406,-0.6878
-65.6823,54.0989,-0.6904
-67.5051,51.7933,-0.6929
-69.2470,49.4263,-0.6954
-70.9060,47.0007,-0.6979
-72.4801,44.5196,-0.7004
-73.9673,41.9858,-0.7029
-75.3661,39.4025,-0.7054
-76.6747,36.7726,-0.7079
-77.8915,34.0993,-0.7105
-79.0152,31.3858,-0.7130
-80.0444,28.6355,-0.7156
-80.9780,25.8515,-0.7181
-81.8147,23.0371,-0.7206
-82.5538,20.1959,-0.7231
-83.1940,17.3310,-0.7257
-83.7353,14.4461,-0.7282
-84.1761,11.5444,-0.7308
-84.5167,8.6296,-0.7333
-84.7562,5.7050,-0.7359
-84.8947,2.7741,-0.7385
-84.9318,-0.1595,-0.7411
-84.8676,-3.0924,-0.7436
-84.7022,-6.0211,-0.7462
-84.4357,-8.9420,-0.7488
-84.0687,-11.8517,-0.7513
-83.6012,-14.7467,-0.7540
-83.0344,-17.6236,-0.7565
-82.3682,-20.4788,-0.7592
-81.6042,-23.3092,-0.7617
-80.7428,-26.1112,-0.7644
-79.7853,-28.8815,-0.7670
-78.7328,-31.6168,-0.7696
-77.5865,-34.3139,-0.7722
-76.3481,-36.9696,-0.7748
-75.0185,-39.5805,-0.7775
-73.6000,-42.1440,-0.7800
-72.0936,-44.6564,-0.7827
-70.5017,-47.1153,-0.7853
-68.8259,-49.5174,-0.7880
-67.0683,-51.8600,-0.7907
-65.2308,-54.1401,-0.7934
-63.3155,-56.3548,-0.7963
-61.3254,-58.5021,-0.7991
-59.2621,-60.5789,-0.8021
-57.1290,-62.5833,-0.8049
-54.9277,-64.5123,-0.8078
-52.6617,-66.3643,-0.8106
-50.3331,-68.1364,-0.8136
-47.9451,-69.8272,-0.8164
-45.5002,-71.4342,-0.8193
-43.0017,-72.9557,-0.8222
-40.4523,-74.3899,-0.8251
-37.8552,-75.7351,-0.8279
-35.2134,-76.9896,-0.8308
-32.5302,-78.1520,-0.8337
-29.8086,-79.2209,-0.8366
-27.0522,-80.1953,-0.8394
-24.2639,-81.0735,-0.8424
-21.4473,-81.8552,-0.8452
-18.6056,-82.5387,-0.8482
-15.7423,-83.1241,-0.8509
-12.8608,-83.6096,-0.8540
-9.9646,-83.9961,-0.8567
-7.0569,-84.2813,-0.8597
-4.1415,-84.4669,-0.8625
-1.2217,-84.5507,-0.8655
1.6990,-84.5347,-0.8683
4.6171,-84.4168,-0.8713
7.5291,-84.1992,-0.8740
10.4316,-83.8803,-0.8771
13.3211,-83.4623,-0.8799
16.1940,-82.9438,-0.8829
19.0472,-82.3274,-0.8857
21.8769,-81.6121,-0.8888
24.6802,-80.8003,-0.8916
27.4532,-79.8916,-0.8946
30.1932,-78.8884,-0.8974
32.8965,-77.7907,-0.9004
35.5602,-76.6009,-0.9033
38.1807,-75.3195,-0.9063
40.7553,-73.9489,-0.9092
43.2807,-72.4901,-0.9121
45.7541,-70.9453,-0.9150
48.1724,-69.3160,-0.9180
50.5327,-67.6044,-0.9209
52.8323,-65.8125,-0.9239
55.0683,-63.9423,-0.9269
57.2384,-61.9964,-0.9297
59.3396,-59.9766,-0.9328
61.3699,-57.8860,-0.9356
63.3261,-55.7264,-0.9387
65.2069,-53.5011,-0.9415
67.0090,-51.2120,-0.9447
68.7315,-48.8626,-0.9475
70.3709,-46.4550,-0.9506
71.9268,-43.9929,-0.9534
73.3958,-41.4783,-0.9566
74.7777,-38.9152,-0.9594
76.0694,-36.3057,-0.9626
77.2708,-33.6537,-0.9654
78.3791,-30.9618,-0.9686
79.3944,-28.2338,-0.9714
80.3140,-25.4723,-0.9746
81.1383,-22.6813,-0.9775
81.8651,-19.8635,-0.9806
82.4945,-17.0226,-0.9836
83.0252,-14.1620,-0.9866
83.4566,-11.2850,-0.9897
83.7888,-8.3952,-0.9927
84.0203,-5.4958,-0.9958
84.1526,-2.5905,-0.9986
84.1861,-0.0000,-1.0010
84.1861,-0.0000,-1.0010
84.1274,2.9271,-1.0039
83.9681,5.8502,-1.0065
83.7067,8.7657,-1.0092
83.3443,11.6702,-1.0119
82.8813,14.5601,-1.0145
82.3179,17.4318,-1.0172
81.6555,20.2821,-1.0197
80.8939,23.1072,-1.0225
80.0353,25.9041,-1.0250
79.0793,28.6690,-1.0278
78.0286,31.3991,-1.0303
76.8829,34.0904,-1.0331
75.6452,36.7404,-1.0355
74.3155,39.3452,-1.0383
72.8968,41.9023,-1.0408
71.3895,44.4080,-1.0436
69.7969,46.8599,-1.0461
68.1194,49.2544,-1.0488
66.3604,51.5893,-1.0513
64.5209,53.8611,-1.0541
62.6042,56.0678,-1.0566
60.6117,58.2059,-1.0593
58.5465,60.2737,-1.0619
56.4106,62.2679,-1.0646
54.2071,64.1868,-1.0671
51.9381,66.0275,-1.0698
49.6069,67.7883,-1.0724
47.2160,69.4666,-1.0750
44.7684,71.0609,-1.0776
42.2670,72.5688,-1.0802
39.7150,73.9889,-1.0828
37.1152,75.3191,-1.0854
34.4711,76.5582,-1.0880
31.7856,77.7044,-1.0906
29.0622,78.7566,-1.0932
26.3040,79.7132,-1.0958
23.5145,80.5734,-1.0984
20.6969,81.3360,-1.1010
17.8548,82.0001,-1.1036
14.9915,82.5650,-1.1062
12.1105,83.0298,-1.1088
9.2154,83.3944,-1.1114
6.3095,83.6578,-1.1140
3.3965,83.8203,-1.1166
0.4798,83.8811,-1.1192
-2.4370,83.8407,-1.1218
-5.3504,83.6987,-1.1244
-8.2569,83.4558,-1.1270
-11.1530,83.1116,-1.1296
-14.0351,82.6674,-1.1321
-16.8998,82.1229,-1.1348
-19.7437,81.4796,-1.1373
-22.5632,80.7374,-1.1400
-25.3551,79.8981,-1.1425
-28.1157,78.9619,-1.1452
-30.8421,77.9309,-1.1477
-33.5306,76.8052,-1.1504
-36.1783,75.5873,-1.1529
-38.7817,74.2778,-1.1556
-41.3380,72.8790,-1.1581
-43.8437,71.3920,-1.1607
-46.2962,69.8192,-1.1633
-48.6922,68.1619,-1.1659
-51.0291,66.4226,-1.1685
-53.3064,64.6010,-1.1711
-55.5164,62.7035,-1.1737
-57.6589,60.7306,-1.1763
-59.7313,58.6845,-1.1789
-61.7313,56.5678,-1.1815
-63.6561,54.3828,-1.1841
-65.5039,52.1327,-1.1866
-67.2719,49.8195,-1.1893
-68.9586,47.4467,-1.1919
-70.5613,45.0167,-1.1945
-72.0787,42.5327,-1.1971
-73.5085,39.9976,-1.1997
-74.8494,37.4145,-1.2023
-76.0994,34.7866,-1.2049
-77.2573,32.1169,-1.2075
-78.3216,29.4089,-1.2101
-79.2909,26.6656,-1.2128
-80.1644,23.8906,-1.2153
-80.9405,21.0870,-1.2180
-81.6190,18.2584,-1.2205
-82.1982,15.4080,-1.2232
-82.6785,12.5396,-1.2257
-83.0581,9.6563,-1.2284
-83.3377,6.7618,-1.2309
-83.5160,3.8595,-1.2336
-83.5937,0.9530,-1.2362
-83.5700,-1.9542,-1.2389
-83.4454,-4.8587,-1.2415
-83.2199,-7.7568,-1.2441
-82.8936,-10.6452,-1.2467
-82.4674,-13.5202,-1.2493
-81.9412,-16.3785,-1.2520
-81.3164,-19.2165,-1.2545
-80.5928,-22.0308,-1.2573
-79.7724,-24.8183,-1.2598
-78.8550,-27.5750,-1.2626
-77.8431,-30.2983,-1.2651
-76.7365,-32.9843,-1.2678
-75.5378,-35.6302,-1.2704
-74.2475,-38.2324,-1.2731
-72.8679,-40.7881,-1.2757
-71.4002,-43.2941,-1.2784
-69.8464,-45.7474,-1.2810
-68.2085,-48.1450,-1.2837
-66.4881,-50.4839,-1.2864
-64.6878,-52.7616,-1.2889
-62.8092,-54.9750,-1.2917
-60.8554,-57.1218,-1.2942
-58.8277,-59.1988,-1.2970
-56.7297,-61.2045,-1.2995
-54.5629,-63.1351,-1.3024
-52.3309,-64.9898,-1.3049
-50.0354,-66.7650,-1.3077
-47.6802,-68.4597,-1.3103
-45.2674,-70.0710,-1.3131
-42.8003,-71.5976,-1.3157
-40.2818,-73.0371,-1.3185
-37.7149,-74.3882,-1.3211
-35.1029,-75.6492,-1.3238
-32.4487,-76.8184,-1.3266
-29.7557,-77.8946,-1.3292
-27.0270,-78.8763,-1.3320
-24.2662,-79.7628,-1.3346
-21.4763,-80.5522,-1.3374
-18.6610,-81.2446,-1.3400
-15.8233,-81.8380,-1.3429
-12.9671,-82.3331,-1.3455
-10.0955,-82.7278,-1.3483
-7.2122,-83.0229,-1.3510
-4.3205,-83.2171,-1.3538
-1.4241,-83.3110,-1.3565
1.4736,-83.3039,-1.3593
4.3692,-83.1962,-1.3620
7.2590,-82.9879,-1.3648
10.1396,-82.6791,-1.3676
13.0075,-82.2705,-1.3703
15.8592,-81.7623,-1.3731
18.6914,-81.1555,-1.3758
21.5005,-80.4503,-1.3787
24.2833,-79.6483,-1.3814
27.0364,-78.7496,-1.3843
29.7560,-77.7563,-1.3871
32.4392,-76.6683,-1.3901
35.0830,-75.4885,-1.3928
37.6837,-74.2169,-1.3959
40.2388,-72.8565,-1.3986
42.7444,-71.4073,-1.4017
45.1985,-69.8729,-1.4044
47.5969,-68.2533,-1.4075
49.9380,-66.5523,-1.4102
52.2177,-64.7702,-1.4133
54.4346,-62.9108,-1.4160
56.5847,-60.9750,-1.4191
58.6665,-58.9663,-1.4218
60.6767,-56.8861,-1.4249
62.6135,-54.7378,-1.4276
64.4741,-52.5233,-1.4306
66.2566,-50.2459,-1.4335
67.9585,-47.9079,-1.4364
69.5781,-45.5123,-1.4393
71.1133,-43.0622,-1.4421
72.5621,-40.5602,-1.4451
73.9234,-38.0097,-1.4479
75.1944,-35.4134,-1.4509
76.3751,-32.7750,-1.4536
77.4624,-30.0969,-1.4567
78.4567,-27.3832,-1.4594
79.3551,-24.6365,-1.4625
80.1580,-21.8606,-1.4653
80.8635,-19.0586,-1.4683
81.4712,-16.2340,-1.4712
81.9807,-13.3902,-1.4740
82.3902,-10.5305,-1.4770
82.7009,-7.6587,-1.4797
82.9106,-4.7779,-1.4828
83.0208,-1.8919,-1.4856
83.0393,-0.0000,-1.4870
83.0393,-0.0000,-1.4870
82.9821,2.9036,-1.4900
82.8242,5.8034,-1.4927
82.5649,8.6956,-1.4954
82.2044,11.5767,-1.4982
81.7441,14.4434,-1.5007
81.1829,17.2918,-1.5037
80.5233,20.1188,-1.5063
79.7648,22.9208,-1.5091
78.9090,25.6943,-1.5118
77.9570,28.4361,-1.5145
76.9094,31.1427,-1.5173
75.7684,33.8109,-1.5199
74.5343,36.4372,-1.5227
73.2100,39.0189,-1.5252
71.7954,41.5521,-1.5281
70.2940,44.0345,-1.5307
68.7061,46.4624,-1.5336
67.0350,48.8334,-1.5362
65.2817,51.1441,-1.5390
63.4491,53.3922,-1.5416
61.5390,55.5745,-1.5444
59.5540,57.6887,-1.5470
57.4963,59.7319,-1.5497
55.3687,61.7019,-1.5524
53.1735,63.5961,-1.5551
50.9137,65.4122,-1.5578
48.5919,67.1482,-1.5605
46.2109,68.8017,-1.5632
43.7739,70.3710,-1.5658
41.2834,71.8538,-1.5686
38.7430,73.2488,-1.5711
36.1554,74.5537,-1.5739
33.5241,75.7677,-1.5764
30.8519,76.8883,-1.5793
28.1426,77.9153,-1.5818
25.3989,78.8463,-1.5846
22.6248,79.6813,-1.5871
19.8232,80.4181,-1.5900
16.9978,81.0570,-1.5925
14.1520,81.5963,-1.5953
11.2893,82.0360,-1.5979
8.4131,82.3752,-1.6006
5.5270,82.6136,-1.6033
2.6345,82.7510,-1.6059
-0.2608,82.7871,-1.6086
-3.1554,82.7219,-1.6113
-6.0458,82.5556,-1.6139
-8.9284,82.2884,-1.6166
-11.7997,81.9206,-1.6192
-14.6563,81.4525,-1.6219
-17.4945,80.8851,-1.6245
-20.3109,80.2186,-1.6272
-23.1022,79.4542,-1.6298
-25.8648,78.5927,-1.6325
-28.5954,77.6352,-1.6351
-31.2908,76.5830,-1.6377
-33.9474,75.4369,-1.6405
-36.5623,74.1991,-1.6430
-39.1320,72.8703,-1.6458
-41.6537,71.4530,-1.6483
-44.1239,69.9480,-1.6511
-46.5400,68.3580,-1.6537
-48.9014,66.6824,-1.6564
-51.2002,64.9274,-1.6590
-53.4360,63.0932,-1.6617
-55.6061,61.1820,-1.6644
-57.7081,59.1965,-1.6669
-59.7390,57.1385,-1.6696
-61.6968,55.0111,-1.6722
-63.5787,52.8165,-1.6749
-65.3827,50.5577,-1.6775
-67.1064,48.2372,-1.6802
-68.7479,45.8581,-1.6828
-70.3051,43.4233,-1.6854
-71.7760,40.9355,-1.6882
-73.1591,38.3981,-1.6907
-74.4523,35.8139,-1.6935
-75.6545,33.1864,-1.6961
-76.7639,30.5185,-1.6987
-77.7793,27.8136,-1.7014
-78.6996,25.0752,-1.7040
-79.5231,22.3063,-1.7067
-80.2498,19.5106,-1.7092
-80.8777,16.6912,-1.7120
-81.4070,13.8518,-1.7145
-81.8364,10.9959,-1.7172
